"['3450', '370', '3:0:0', '1', '0.60', '236', '0.00', '0.13', '0', '0', '0', '0.00', '0.00', '0.00\r\n']"
"['3450', '166', '3:0:0', '1', '-0.15', '100972', '27.20', '1.13', '-1864', '-76', '16216', '0.00', '0.00', '0.00\r\n']"
"['3450', '167', '3:0:0', '1', '-0.40', '100971', '27.20', '0.85', '-1808', '-300', '16180', '0.00', '0.00', '0.00\r\n']"
"['3450', '168', '3:0:0', '1', '-0.82', '100977', '27.20', '0.94', '-1788', '-240', '16040', '0.00', '0.00', '0.00\r\n']"
"['3450', '169', '3:0:0', '1', '-1.24', '100971', '27.20', '0.88', '-1816', '-224', '15968', '0.00', '0.00', '0.00\r\n']"
"['3450', '170', '3:0:0', '1', '-0.07', '100972', '27.20', '1.01', '-1716', '-180', '16180', '0.00', '0.00', '0.00\r\n']"
"['3450', '171', '3:0:0', '1', '-0.32', '100970', '27.30', '1.04', '-1852', '-176', '16084', '0.00', '0.00', '0.00\r\n']"
"['3450', '172', '3:0:0', '1', '-0.74', '100968', '27.30', '0.87', '-1868', '-224', '16112', '0.00', '0.00', '0.00\r\n']"
"['3450', '173', '3:0:0', '1', '0.02', '100967', '27.30', '1.01', '-1800', '-224', '16188', '0.00', '0.00', '0.00\r\n']"
"['3450', '174', '3:0:0', '1', '-0.15', '100967', '27.30', '1.14', '-1780', '-80', '16092', '0.00', '0.00', '0.00\r\n']"
"['3450', '175', '3:0:0', '1', '0.27', '100965', '27.30', '1.02', '-1880', '-248', '16124', '0.00', '0.00', '0.00\r\n']"
"['3450', '176', '3:0:0', '1', '-0.24', '100965', '27.30', '0.98', '-1840', '-208', '16228', '0.00', '0.00', '0.00\r\n']"
"['3450', '177', '3:0:0', '1', '-0.32', '100975', '27.30', '0.89', '-1660', '-188', '16028', '0.00', '0.00', '0.00\r\n']"
"['3450', '178', '3:0:0', '1', '-0.15', '100978', '27.30', '0.69', '-1864', '-96', '16104', '0.00', '0.00', '0.00\r\n']"
"['3450', '179', '3:0:0', '1', '-0.07', '100963', '27.30', '1.16', '-1860', '-248', '16152', '0.00', '0.00', '0.00\r\n']"
"['3450', '180', '3:0:0', '1', '-0.49', '100969', '27.40', '0.89', '-1816', '-100', '16248', '0.00', '0.00', '0.00\r\n']"
"['3450', '181', '3:0:0', '1', '-0.24', '100975', '27.40', '1.11', '-1764', '-188', '15964', '0.00', '0.00', '0.00\r\n']"
"['3450', '182', '3:0:0', '1', '-0.32', '100970', '27.40', '1.15', '-1832', '-184', '16136', '0.00', '0.00', '0.00\r\n']"
"['3450', '183', '3:0:0', '1', '-0.49', '100973', '27.40', '0.89', '-1876', '-176', '16268', '0.00', '0.00', '0.00\r\n']"
"['3450', '184', '3:0:0', '1', '-0.49', '100968', '27.40', '1.14', '-1884', '-196', '16240', '0.00', '0.00', '0.00\r\n']"
"['3450', '185', '3:0:0', '1', '0.10', '100974', '27.40', '0.92', '-1844', '-104', '16084', '0.00', '0.00', '0.00\r\n']"
"['3450', '186', '3:0:0', '1', '0.18', '100970', '27.40', '0.88', '-1784', '-108', '16028', '0.00', '0.00', '0.00\r\n']"
"['3450', '187', '3:0:0', '1', '-0.90', '100976', '27.40', '1.14', '-1736', '-124', '16072', '0.00', '0.00', '0.00\r\n']"
"['3450', '188', '3:0:0', '1', '-0.32', '100973', '27.40', '0.91', '-1868', '-224', '16048', '0.00', '0.00', '0.00\r\n']"
"['3450', '189', '3:0:0', '1', '-0.07', '100969', '27.40', '1.05', '-1764', '-84', '16056', '0.00', '0.00', '0.00\r\n']"
"['3450', '190', '3:0:0', '1', '0.02', '100967', '27.40', '0.96', '-1752', '-116', '16176', '0.00', '0.00', '0.00\r\n']"
"['3450', '191', '3:0:0', '1', '0.27', '100973', '27.40', '1.06', '-1716', '-176', '16068', '0.00', '0.00', '0.00\r\n']"
"['3450', '192', '3:0:0', '1', '-0.07', '100973', '27.40', '1.11', '-1804', '-164', '16088', '0.00', '0.00', '0.00\r\n']"
"['3450', '193', '3:0:0', '1', '-0.07', '100972', '27.40', '0.93', '-1748', '-180', '16160', '0.00', '0.00', '0.00\r\n']"
"['3450', '194', '3:0:0', '1', '-0.65', '100966', '27.40', '0.83', '-1816', '-128', '16060', '0.00', '0.00', '0.00\r\n']"
"['3450', '195', '3:0:0', '1', '-0.15', '100971', '27.40', '0.81', '-1788', '-184', '16172', '0.00', '0.00', '0.00\r\n']"
"['3450', '247', '3:0:0', '1', '1.10', '100961', '27.70', '0.89', '-1932', '-316', '16096', '0.00', '0.00', '0.00\r\n']"
"['3450', '258', '3:0:0', '1', '0.68', '100960', '27.70', '0.72', '-1828', '-424', '16104', '0.00', '0.00', '0.00\r\n']"
"['3450', '259', '3:0:0', '1', '0.68', '100958', '27.70', '0.75', '-1948', '-304', '16168', '0.00', '0.00', '0.00\r\n']"
"['3450', '260', '3:0:0', '1', '0.85', '100959', '27.80', '0.87', '-1924', '-420', '16020', '0.00', '0.00', '0.00\r\n']"
"['3450', '261', '3:0:0', '1', '1.18', '100958', '27.70', '0.64', '-1956', '-352', '16072', '0.00', '0.00', '0.00\r\n']"
"['3450', '262', '3:0:0', '1', '0.93', '100964', '27.70', '0.82', '-1972', '-344', '15988', '0.00', '0.00', '0.00\r\n']"
"['3450', '263', '3:0:0', '1', '1.44', '100957', '27.70', '0.69', '-1888', '-444', '16160', '0.00', '0.00', '0.00\r\n']"
"['3450', '264', '3:0:0', '1', '1.18', '100951', '27.80', '0.89', '-1908', '-492', '16024', '0.00', '0.00', '0.00\r\n']"
"['3450', '265', '3:0:0', '1', '1.02', '100950', '27.80', '0.85', '-1940', '-468', '15924', '0.00', '0.00', '0.00\r\n']"
"['3450', '266', '3:0:0', '1', '1.10', '100957', '27.80', '0.87', '-1968', '-432', '16156', '0.00', '0.00', '0.00\r\n']"
"['3450', '267', '3:0:0', '1', '0.10', '100959', '27.80', '0.78', '-1900', '-488', '16132', '0.00', '0.00', '0.00\r\n']"
"['3450', '268', '3:0:0', '1', '0.77', '100959', '27.80', '0.74', '-1788', '-436', '16104', '0.00', '0.00', '0.00\r\n']"
"['3450', '269', '3:0:0', '1', '1.18', '100959', '27.80', '0.88', '-956', '-1044', '17284', '0.00', '0.00', '0.00\r\n']"
"['3450', '270', '3:0:0', '1', '0.43', '100953', '27.80', '0.77', '-2328', '-564', '15928', '0.00', '0.00', '0.00\r\n']"
"['3450', '271', '3:0:0', '1', '0.60', '100957', '27.80', '0.65', '-1404', '1120', '14744', '0.00', '0.00', '0.00\r\n']"
"['3450', '272', '3:0:0', '1', '0.52', '100960', '27.80', '0.78', '5788', '-2240', '21124', '0.00', '0.00', '0.00\r\n']"
"['3450', '273', '3:0:0', '1', '0.85', '100958', '27.80', '0.71', '13972', '-9660', '1676', '0.00', '0.00', '0.00\r\n']"
"['3450', '274', '3:0:0', '1', '0.77', '100953', '27.90', '0.80', '16276', '-5564', '-3128', '0.00', '0.00', '0.00\r\n']"
"['3450', '275', '3:0:0', '1', '0.43', '100963', '27.90', '0.64', '15920', '-5804', '-3408', '0.00', '0.00', '0.00\r\n']"
"['3450', '276', '3:0:0', '1', '0.68', '100956', '27.90', '0.94', '13668', '-7720', '6108', '0.00', '0.00', '0.00\r\n']"
"['3450', '277', '3:0:0', '1', '0.60', '100962', '27.90', '0.68', '1688', '-484', '16280', '0.00', '0.00', '0.00\r\n']"
"['3450', '278', '3:0:0', '1', '0.77', '100959', '27.90', '0.87', '-5208', '-11292', '10292', '0.00', '0.00', '0.00\r\n']"
"['3450', '279', '3:0:0', '1', '0.68', '100954', '27.90', '0.72', '164', '-7880', '12476', '0.00', '0.00', '0.00\r\n']"
"['3450', '280', '3:0:0', '1', '-0.07', '100958', '27.90', '0.69', '2896', '8960', '13412', '0.00', '0.00', '0.00\r\n']"
"['3450', '281', '3:0:0', '1', '0.85', '100961', '27.90', '0.88', '12848', '1800', '10828', '0.00', '0.00', '0.00\r\n']"
"['3450', '282', '3:0:0', '1', '0.43', '100959', '27.90', '0.85', '12900', '-7304', '9136', '0.00', '0.00', '0.00\r\n']"
"['3450', '283', '3:0:0', '1', '0.43', '100958', '27.90', '0.77', '12976', '-6676', '8680', '0.00', '0.00', '0.00\r\n']"
"['3450', '284', '3:0:0', '1', '0.52', '100961', '27.90', '0.91', '13356', '-6848', '7264', '0.00', '0.00', '0.00\r\n']"
"['3450', '285', '3:0:0', '1', '0.85', '100959', '27.90', '0.81', '12224', '-6112', '10632', '0.00', '0.00', '0.00\r\n']"
"['3450', '286', '3:0:0', '1', '0.68', '100965', '27.90', '0.85', '12876', '-5544', '9528', '0.00', '0.00', '0.00\r\n']"
"['3450', '287', '3:0:0', '1', '0.10', '100961', '27.90', '0.88', '-256', '760', '16200', '0.00', '0.00', '0.00\r\n']"
"['3450', '288', '3:0:0', '1', '1.10', '100968', '27.90', '0.78', '332', '-2428', '16212', '0.00', '0.00', '0.00\r\n']"
"['3450', '289', '3:0:0', '1', '0.02', '100967', '27.90', '0.91', '-32', '-2780', '16004', '0.00', '0.00', '0.00\r\n']"
"['3450', '290', '3:0:0', '1', '0.77', '100960', '27.90', '0.73', '-40', '-2732', '16080', '0.00', '0.00', '0.00\r\n']"
"['3450', '334', '3:0:0', '1', '0.77', '100956', '28.00', '0.73', '68', '-2936', '15952', '0.00', '0.00', '0.00\r\n']"
"['3450', '335', '3:0:0', '1', '0.02', '100968', '28.00', '0.75', '-16', '-3024', '15896', '0.00', '0.00', '0.00\r\n']"
"['3450', '365', '3:0:0', '1', '0.85', '100957', '28.10', '0.90', '-2280', '-2972', '15784', '0.00', '0.00', '0.00\r\n']"
"['3450', '3210', '3:0:0', '1', '-3.74', '101015', '28.50', '1.20', '-2036', '-5284', '15056', '0.00', '0.00', '0.00\r\n']"
"['3450', '3211', '3:0:0', '1', '-3.58', '101026', '28.50', '1.26', '-1880', '-5240', '15092', '0.00', '0.00', '0.00\r\n']"
"['3450', '3212', '3:0:0', '1', '-3.58', '101019', '28.50', '1.28', '-2072', '-5232', '14988', '0.00', '0.00', '0.00\r\n']"
"['3450', '3213', '3:0:0', '1', '-3.66', '101021', '28.50', '1.30', '-2008', '-5320', '15204', '0.00', '0.00', '0.00\r\n']"
"['3450', '3214', '3:0:0', '1', '-3.07', '101017', '28.50', '1.09', '-1976', '-5216', '15016', '0.00', '0.00', '0.00\r\n']"
"['3450', '3215', '3:0:0', '1', '-3.58', '101023', '28.50', '1.21', '-2080', '-5324', '15088', '0.00', '0.00', '0.00\r\n']"
"['3450', '3216', '3:0:0', '1', '-3.74', '101024', '28.50', '1.30', '-2024', '-5268', '15196', '0.00', '0.00', '0.00\r\n']"
"['3450', '3217', '3:0:0', '1', '-3.58', '101020', '28.50', '1.09', '-1936', '-5312', '15108', '0.00', '0.00', '0.00\r\n']"
"['3450', '3218', '3:0:0', '1', '-2.82', '101022', '28.40', '1.25', '-2020', '-5316', '15068', '0.00', '0.00', '0.00\r\n']"
"['3450', '3219', '3:0:0', '1', '-2.99', '101016', '28.50', '1.12', '-2032', '-5208', '15012', '0.00', '0.00', '0.00\r\n']"
"['3450', '3220', '3:0:0', '1', '-3.49', '101026', '28.50', '1.30', '-2148', '-5192', '15016', '0.00', '0.00', '0.00\r\n']"
"['3450', '3221', '3:0:0', '1', '-2.82', '101022', '28.50', '1.34', '-1964', '-5284', '15164', '0.00', '0.00', '0.00\r\n']"
"['3450', '3222', '3:0:0', '1', '-3.07', '101025', '28.50', '1.27', '-2100', '-5248', '15120', '0.00', '0.00', '0.00\r\n']"
"['3450', '3223', '3:0:0', '1', '-3.66', '101020', '28.50', '1.24', '-2096', '-5152', '15220', '0.00', '0.00', '0.00\r\n']"
"['3450', '3224', '3:0:0', '1', '-2.99', '101018', '28.40', '1.31', '-1956', '-5312', '14992', '0.00', '0.00', '0.00\r\n']"
"['3450', '3225', '3:0:0', '1', '-3.99', '101026', '28.50', '1.15', '-1984', '-5372', '15144', '0.00', '0.00', '0.00\r\n']"
"['3450', '3226', '3:0:0', '1', '-2.91', '101018', '28.50', '0.98', '-2004', '-5256', '15096', '0.00', '0.00', '0.00\r\n']"
"['3450', '3227', '3:0:0', '1', '-3.83', '101023', '28.50', '1.14', '-2000', '-5236', '15028', '0.00', '0.00', '0.00\r\n']"
"['3450', '3228', '3:0:0', '1', '-3.24', '101015', '28.50', '1.13', '-1988', '-5200', '15192', '0.00', '0.00', '0.00\r\n']"
"['3450', '3229', '3:0:0', '1', '-3.16', '101017', '28.50', '0.96', '-2056', '-5208', '15156', '0.00', '0.00', '0.00\r\n']"
"['3450', '3230', '3:0:0', '1', '-3.58', '101014', '28.50', '1.08', '-2008', '-5244', '15148', '0.00', '0.00', '0.00\r\n']"
"['3450', '3231', '3:0:0', '1', '-3.49', '101018', '28.50', '1.20', '-2036', '-5260', '15156', '0.00', '0.00', '0.00\r\n']"
"['3450', '3232', '3:0:0', '1', '-3.74', '101028', '28.50', '1.25', '-2024', '-5276', '15192', '0.00', '0.00', '0.00\r\n']"
"['3450', '3233', '3:0:0', '1', '-3.83', '101026', '28.50', '1.16', '-2032', '-5292', '15144', '0.00', '0.00', '0.00\r\n']"
"['3450', '3234', '3:0:0', '1', '-3.49', '101023', '28.50', '1.07', '-1948', '-5256', '15148', '0.00', '0.00', '0.00\r\n']"
"['3450', '3235', '3:0:0', '1', '-3.49', '101028', '28.50', '1.08', '-2140', '-5308', '14992', '0.00', '0.00', '0.00\r\n']"
"['3450', '3236', '3:0:0', '1', '-3.33', '101019', '28.50', '1.15', '-2036', '-5288', '15072', '0.00', '0.00', '0.00\r\n']"
"['3450', '3237', '3:0:0', '1', '-3.49', '101027', '28.50', '1.14', '-1988', '-5200', '15260', '0.00', '0.00', '0.00\r\n']"
"['3450', '3238', '3:0:0', '1', '-4.16', '101018', '28.50', '1.20', '-1924', '-5180', '15044', '0.00', '0.00', '0.00\r\n']"
"['3450', '3239', '3:0:0', '1', '-3.07', '101017', '28.50', '1.24', '-2072', '-5312', '15048', '0.00', '0.00', '0.00\r\n']"
"['3450', '3240', '3:0:0', '1', '-3.74', '101023', '28.50', '1.27', '-2088', '-5260', '15044', '0.00', '0.00', '0.00\r\n']"
"['3450', '3241', '3:0:0', '1', '-3.58', '101023', '28.50', '1.16', '-1996', '-5244', '15128', '0.00', '0.00', '0.00\r\n']"
"['3450', '3242', '3:0:0', '1', '-3.49', '101027', '28.50', '1.30', '-2072', '-5276', '15088', '0.00', '0.00', '0.00\r\n']"
"['3450', '3243', '3:0:0', '1', '-3.49', '101018', '28.50', '1.31', '-2072', '-5324', '15076', '0.00', '0.00', '0.00\r\n']"
"['3450', '3244', '3:0:0', '1', '-3.58', '101025', '28.50', '1.21', '-1996', '-5300', '15084', '0.00', '0.00', '0.00\r\n']"
"['3450', '3245', '3:0:0', '1', '-3.33', '101020', '28.50', '1.19', '-1964', '-5280', '15068', '0.00', '0.00', '0.00\r\n']"
"['3450', '3246', '3:0:0', '1', '-3.16', '101026', '28.50', '1.21', '-2000', '-5324', '15192', '0.00', '0.00', '0.00\r\n']"
"['3450', '3247', '3:0:0', '1', '-3.58', '101024', '28.50', '1.23', '-2000', '-5188', '15176', '0.00', '0.00', '0.00\r\n']"
"['3450', '3248', '3:0:0', '1', '-3.24', '101026', '28.50', '1.24', '-2084', '-5296', '14944', '0.00', '0.00', '0.00\r\n']"
"['3450', '3249', '3:0:0', '1', '-3.24', '101025', '28.50', '1.10', '-2036', '-5240', '15080', '0.00', '0.00', '0.00\r\n']"
"['3450', '3250', '3:0:0', '1', '-3.66', '101025', '28.50', '1.07', '-2064', '-5276', '15120', '0.00', '0.00', '0.00\r\n']"
"['3450', '3251', '3:0:0', '1', '-3.33', '101029', '28.50', '1.25', '-2028', '-5260', '15108', '0.00', '0.00', '0.00\r\n']"
"['3450', '3252', '3:0:0', '1', '-3.91', '101020', '28.50', '1.11', '-2088', '-5300', '15100', '0.00', '0.00', '0.00\r\n']"
"['3450', '3253', '3:0:0', '1', '-3.99', '101025', '28.50', '1.01', '-2052', '-5316', '15088', '0.00', '0.00', '0.00\r\n']"
"['3450', '3254', '3:0:0', '1', '-3.74', '101016', '28.50', '1.28', '-2088', '-5320', '15168', '0.00', '0.00', '0.00\r\n']"
"['3450', '3255', '3:0:0', '1', '-4.08', '101025', '28.50', '1.25', '-1944', '-5336', '15196', '0.00', '0.00', '0.00\r\n']"
"['3450', '3256', '3:0:0', '1', '-3.49', '101023', '28.50', '1.09', '-1964', '-5216', '15060', '0.00', '0.00', '0.00\r\n']"
"['3450', '3257', '3:0:0', '1', '-3.99', '101025', '28.50', '0.89', '-2060', '-5256', '15056', '0.00', '0.00', '0.00\r\n']"
"['3450', '3258', '3:0:0', '1', '-2.99', '101027', '28.50', '1.27', '-1972', '-5272', '15032', '0.00', '0.00', '0.00\r\n']"
"['3450', '3259', '3:0:0', '1', '-3.41', '101025', '28.50', '1.13', '-2128', '-5208', '15160', '0.00', '0.00', '0.00\r\n']"
"['3450', '3260', '3:0:0', '1', '-3.74', '101025', '28.50', '1.29', '-2000', '-5312', '14980', '0.00', '0.00', '0.00\r\n']"
"['3450', '3261', '3:0:0', '1', '-3.83', '101025', '28.50', '1.13', '-2040', '-5336', '15156', '0.00', '0.00', '0.00\r\n']"
"['3450', '3262', '3:0:0', '1', '-4.08', '101032', '28.50', '1.14', '-1936', '-5268', '15104', '0.00', '0.00', '0.00\r\n']"
"['3450', '3263', '3:0:0', '1', '-3.33', '101016', '28.50', '1.28', '-1972', '-5316', '15052', '0.00', '0.00', '0.00\r\n']"
"['3450', '3264', '3:0:0', '1', '-3.33', '101020', '28.50', '1.11', '-2052', '-5256', '15112', '0.00', '0.00', '0.00\r\n']"
"['3450', '3265', '3:0:0', '1', '-3.41', '101024', '28.50', '1.01', '-2012', '-5276', '15100', '0.00', '0.00', '0.00\r\n']"
"['3450', '3266', '3:0:0', '1', '-3.58', '101025', '28.50', '1.22', '-2092', '-5280', '15088', '0.00', '0.00', '0.00\r\n']"
"['3450', '3267', '3:0:0', '1', '-3.33', '101020', '28.50', '1.12', '-2028', '-5228', '15184', '0.00', '0.00', '0.00\r\n']"
"['3450', '3268', '3:0:0', '1', '-4.16', '101023', '28.50', '1.16', '-2052', '-5348', '15124', '0.00', '0.00', '0.00\r\n']"
"['3450', '3269', '3:0:0', '1', '-3.49', '101025', '28.50', '1.25', '-2080', '-5284', '15360', '0.00', '0.00', '0.00\r\n']"
"['3450', '3270', '3:0:0', '1', '-3.91', '101020', '28.50', '1.20', '-2024', '-5352', '15152', '0.00', '0.00', '0.00\r\n']"
"['3450', '3271', '3:0:0', '1', '-3.99', '101024', '28.50', '1.15', '-2080', '-5280', '15180', '0.00', '0.00', '0.00\r\n']"
"['3450', '3272', '3:0:0', '1', '-3.91', '101023', '28.50', '1.11', '-2136', '-5268', '15012', '0.00', '0.00', '0.00\r\n']"
"['3450', '3273', '3:0:0', '1', '-3.58', '101022', '28.50', '1.03', '-2080', '-5364', '15196', '0.00', '0.00', '0.00\r\n']"
"['3450', '3274', '3:0:0', '1', '-3.41', '101018', '28.50', '1.14', '-2000', '-5280', '15088', '0.00', '0.00', '0.00\r\n']"
"['3450', '3275', '3:0:0', '1', '-3.58', '101019', '28.50', '1.10', '-2064', '-5152', '15196', '0.00', '0.00', '0.00\r\n']"
"['3450', '3276', '3:0:0', '1', '-2.99', '101020', '28.50', '1.03', '-1992', '-5204', '15092', '0.00', '0.00', '0.00\r\n']"
"['3450', '3277', '3:0:0', '1', '-3.49', '101022', '28.50', '0.93', '-2028', '-5240', '15212', '0.00', '0.00', '0.00\r\n']"
"['3450', '3278', '3:0:0', '1', '-3.74', '101019', '28.50', '1.11', '-2044', '-5272', '15120', '0.00', '0.00', '0.00\r\n']"
"['3450', '3279', '3:0:0', '1', '-3.74', '101016', '28.50', '1.23', '-2028', '-5252', '15160', '0.00', '0.00', '0.00\r\n']"
"['3450', '3280', '3:0:0', '1', '-3.74', '101025', '28.50', '1.15', '-2064', '-5296', '14992', '0.00', '0.00', '0.00\r\n']"
"['3450', '3281', '3:0:0', '1', '-3.66', '101019', '28.50', '0.90', '-2012', '-5328', '15044', '0.00', '0.00', '0.00\r\n']"
"['3450', '3282', '3:0:0', '1', '-3.83', '101022', '28.50', '1.07', '-2172', '-5356', '15076', '0.00', '0.00', '0.00\r\n']"
"['3450', '3283', '3:0:0', '1', '-3.24', '101023', '28.50', '1.14', '-2008', '-5336', '15152', '0.00', '0.00', '0.00\r\n']"
"['3450', '3284', '3:0:0', '1', '-3.74', '101023', '28.50', '1.03', '-2044', '-5312', '15096', '0.00', '0.00', '0.00\r\n']"
"['3450', '3285', '3:0:0', '1', '-3.49', '101024', '28.50', '1.08', '-2072', '-5304', '15236', '0.00', '0.00', '0.00\r\n']"
"['3450', '3286', '3:0:0', '1', '-3.16', '101027', '28.50', '1.20', '-2040', '-5332', '15068', '0.00', '0.00', '0.00\r\n']"
"['3450', '3287', '3:0:0', '1', '-3.07', '101020', '28.50', '1.13', '-1960', '-5296', '15108', '0.00', '0.00', '0.00\r\n']"
"['3450', '3288', '3:0:0', '1', '-3.41', '101023', '28.50', '1.22', '-2048', '-5304', '15224', '0.00', '0.00', '0.00\r\n']"
"['3450', '3289', '3:0:0', '1', '-4.08', '101023', '28.50', '1.37', '-2040', '-5220', '14940', '0.00', '0.00', '0.00\r\n']"
"['3450', '3290', '3:0:0', '1', '-3.41', '101031', '28.50', '1.30', '-1932', '-5312', '15132', '0.00', '0.00', '0.00\r\n']"
"['3450', '3291', '3:0:0', '1', '-3.58', '101027', '28.50', '1.13', '-2024', '-5328', '15068', '0.00', '0.00', '0.00\r\n']"
"['3450', '3292', '3:0:0', '1', '-3.49', '101027', '28.50', '1.25', '-1988', '-5332', '14992', '0.00', '0.00', '0.00\r\n']"
"['3450', '3293', '3:0:0', '1', '-3.66', '101023', '28.50', '1.12', '-2056', '-5332', '15052', '0.00', '0.00', '0.00\r\n']"
"['3450', '3294', '3:0:0', '1', '-4.08', '101025', '28.50', '1.08', '-1940', '-5372', '15080', '0.00', '0.00', '0.00\r\n']"
"['3450', '3295', '3:0:0', '1', '-3.41', '101027', '28.50', '1.09', '-1988', '-5304', '15196', '0.00', '0.00', '0.00\r\n']"
"['3450', '3296', '3:0:0', '1', '-3.58', '101025', '28.50', '1.01', '-1988', '-5236', '15064', '0.00', '0.00', '0.00\r\n']"
"['3450', '3297', '3:0:0', '1', '-4.16', '101024', '28.50', '1.27', '-2044', '-5212', '15160', '0.00', '0.00', '0.00\r\n']"
"['3450', '3298', '3:0:0', '1', '-3.49', '101028', '28.50', '1.29', '-1972', '-5228', '15124', '0.00', '0.00', '0.00\r\n']"
"['3450', '3299', '3:0:0', '1', '-3.74', '101025', '28.50', '1.17', '-2012', '-5308', '15140', '0.00', '0.00', '0.00\r\n']"
"['3450', '3300', '3:0:0', '1', '-3.83', '101025', '28.50', '1.28', '-2104', '-5308', '15000', '0.00', '0.00', '0.00\r\n']"
"['3450', '3301', '3:0:0', '1', '-3.49', '101019', '28.50', '1.08', '-1980', '-5372', '15068', '0.00', '0.00', '0.00\r\n']"
"['3450', '3302', '3:0:0', '1', '-3.41', '101025', '28.50', '0.94', '-1968', '-5412', '15088', '0.00', '0.00', '0.00\r\n']"
"['3450', '3303', '3:0:0', '1', '-3.91', '101022', '28.40', '1.17', '-2076', '-5244', '15016', '0.00', '0.00', '0.00\r\n']"
"['3450', '3304', '3:0:0', '1', '-3.83', '101026', '28.50', '1.10', '-2020', '-5236', '15052', '0.00', '0.00', '0.00\r\n']"
"['3450', '3305', '3:0:0', '1', '-4.33', '101028', '28.50', '1.05', '-2132', '-5236', '15076', '0.00', '0.00', '0.00\r\n']"
"['3450', '3306', '3:0:0', '1', '-3.66', '101024', '28.50', '1.38', '-2084', '-5304', '15012', '0.00', '0.00', '0.00\r\n']"
"['3450', '3307', '3:0:0', '1', '-4.08', '101021', '28.50', '1.15', '-1944', '-5284', '14948', '0.00', '0.00', '0.00\r\n']"
"['3450', '3308', '3:0:0', '1', '-3.74', '101020', '28.50', '1.15', '-2004', '-5308', '15004', '0.00', '0.00', '0.00\r\n']"
"['3450', '3309', '3:0:0', '1', '-3.83', '101022', '28.50', '1.21', '-2036', '-5256', '15076', '0.00', '0.00', '0.00\r\n']"
"['3450', '3310', '3:0:0', '1', '-3.91', '101023', '28.50', '1.22', '-2016', '-5252', '15088', '0.00', '0.00', '0.00\r\n']"
"['3450', '3311', '3:0:0', '1', '-3.83', '101024', '28.50', '1.17', '-2004', '-5360', '15160', '0.00', '0.00', '0.00\r\n']"
"['3450', '3312', '3:0:0', '1', '-4.16', '101026', '28.50', '1.09', '-2044', '-5416', '15076', '0.00', '0.00', '0.00\r\n']"
"['3450', '3313', '3:0:0', '1', '-3.49', '101020', '28.50', '1.13', '-2024', '-5220', '15280', '0.00', '0.00', '0.00\r\n']"
"['3450', '3314', '3:0:0', '1', '-4.24', '101020', '28.50', '1.14', '-1952', '-5272', '15080', '0.00', '0.00', '0.00\r\n']"
"['3450', '3315', '3:0:0', '1', '-3.99', '101023', '28.50', '1.14', '-2000', '-5336', '15076', '0.00', '0.00', '0.00\r\n']"
"['3450', '3316', '3:0:0', '1', '-3.41', '101029', '28.50', '1.24', '-1952', '-5276', '15148', '0.00', '0.00', '0.00\r\n']"
"['3450', '3317', '3:0:0', '1', '-3.74', '101023', '28.50', '1.26', '-2004', '-5204', '15180', '0.00', '0.00', '0.00\r\n']"
"['3450', '3318', '3:0:0', '1', '-3.66', '101019', '28.50', '1.28', '-2000', '-5272', '15124', '0.00', '0.00', '0.00\r\n']"
"['3450', '3319', '3:0:0', '1', '-3.66', '101032', '28.50', '1.14', '-2036', '-5284', '15132', '0.00', '0.00', '0.00\r\n']"
"['3450', '3320', '3:0:0', '1', '-3.74', '101022', '28.50', '1.17', '-2036', '-5348', '15088', '0.00', '0.00', '0.00\r\n']"
"['3450', '3321', '3:0:0', '1', '-3.83', '101023', '28.50', '1.36', '-1984', '-5320', '15100', '0.00', '0.00', '0.00\r\n']"
"['3450', '3322', '3:0:0', '1', '-4.08', '101026', '28.50', '1.17', '-2104', '-5216', '15040', '0.00', '0.00', '0.00\r\n']"
"['3450', '3323', '3:0:0', '1', '-4.08', '101023', '28.50', '1.09', '-2036', '-5284', '15032', '0.00', '0.00', '0.00\r\n']"
"['3450', '3324', '3:0:0', '1', '-3.49', '101029', '28.50', '1.36', '-2028', '-5276', '15052', '0.00', '0.00', '0.00\r\n']"
"['3450', '3325', '3:0:0', '1', '-3.66', '101030', '28.50', '1.14', '-2032', '-5244', '15032', '0.00', '0.00', '0.00\r\n']"
"['3450', '3326', '3:0:0', '1', '-3.99', '101022', '28.50', '1.17', '-1984', '-5268', '15052', '0.00', '0.00', '0.00\r\n']"
"['3450', '3327', '3:0:0', '1', '-3.74', '101025', '28.50', '1.37', '-1980', '-5300', '15116', '0.00', '0.00', '0.00\r\n']"
"['3450', '3328', '3:0:0', '1', '-3.16', '101033', '28.50', '1.10', '-2112', '-5232', '15112', '0.00', '0.00', '0.00\r\n']"
"['3450', '3329', '3:0:0', '1', '-3.83', '101022', '28.50', '1.39', '-2096', '-5236', '15216', '0.00', '0.00', '0.00\r\n']"
"['3450', '3330', '3:0:0', '1', '-3.74', '101018', '28.50', '1.15', '-2040', '-5348', '15036', '0.00', '0.00', '0.00\r\n']"
"['3450', '3331', '3:0:0', '1', '-3.33', '101024', '28.50', '1.16', '-1988', '-5280', '15148', '0.00', '0.00', '0.00\r\n']"
"['3450', '3332', '3:0:0', '1', '-4.08', '101023', '28.50', '1.37', '-2036', '-5304', '15112', '0.00', '0.00', '0.00\r\n']"
